Academic Year,State,Area,Region,School,Grade Level,Student Number,Class Year,Class Cohort,Test Date,Grade Level Taken,English,Mathematics,Reading,Science,Composite,Writing,STEM,ELA,Exam Number,Highest Composite,Highest English,Highest Mathematics,Highest Reading,Highest Science,Growth Previous Exam,Number Exams Taken,Tier,Meets 21
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108124852,2024,Seniors,12/1/2022,11,18,16,25,13,18,,15,,3,20,23,16,30,20,-2,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108124852,2024,Seniors,2/1/2023,11,23,14,22,19,20,,17,,4,20,23,16,30,20,2,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108124852,2024,Seniors,4/1/2023,11,17,14,20,17,17,,16,,5,20,23,16,30,20,-3,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108124852,2024,Seniors,10/1/2023,12,19,15,21,13,17,7,14,20,6,20,23,16,30,20,0,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108020020,2024,Seniors,4/1/2022,10,14,13,13,16,14,,15,,1,24,25,22,24,23,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108020020,2024,Seniors,10/1/2022,11,16,16,11,16,15,5,16,13,2,24,25,22,24,23,1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108020020,2024,Seniors,12/1/2022,11,16,16,18,17,17,,17,,3,24,25,22,24,23,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108020020,2024,Seniors,2/1/2023,11,16,15,18,18,17,,17,,4,24,25,22,24,23,0,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108020020,2024,Seniors,4/1/2023,11,25,22,24,23,24,,23,,5,24,25,22,24,23,7,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108020020,2024,Seniors,10/1/2023,12,13,15,11,17,14,7,16,14,6,24,25,22,24,23,-10,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025441,2024,Seniors,4/1/2022,10,13,16,12,14,14,,15,,1,20,21,19,22,23,,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025441,2024,Seniors,10/1/2022,11,17,16,13,17,16,5,17,14,2,20,21,19,22,23,2,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025441,2024,Seniors,12/1/2022,11,19,17,15,17,17,,17,,3,20,21,19,22,23,1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025441,2024,Seniors,2/1/2023,11,20,19,15,23,19,,21,,4,20,21,19,22,23,2,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025441,2024,Seniors,4/1/2023,11,21,16,17,21,19,,19,,5,20,21,19,22,23,0,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025441,2024,Seniors,10/1/2023,12,19,19,22,21,20,6,20,19,6,20,21,19,22,23,1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040099,2024,Seniors,4/1/2022,10,10,16,16,11,13,,14,,1,16,15,22,17,16,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040099,2024,Seniors,10/1/2022,11,14,16,17,13,15,5,15,13,2,16,15,22,17,16,2,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040099,2024,Seniors,12/1/2022,11,15,22,12,16,16,,19,,3,16,15,22,17,16,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040099,2024,Seniors,2/1/2023,11,10,15,12,13,13,,14,,4,16,15,22,17,16,-3,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040099,2024,Seniors,4/1/2023,11,15,18,14,15,16,,17,,5,16,15,22,17,16,3,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040099,2024,Seniors,10/1/2023,12,11,16,12,14,13,6,15,13,6,16,15,22,17,16,-3,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108103402,2024,Seniors,4/1/2022,10,13,18,14,17,16,,18,,1,20,19,24,17,22,,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108103402,2024,Seniors,10/1/2022,11,14,16,12,19,15,5,18,12,2,20,19,24,17,22,-1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108103402,2024,Seniors,12/1/2022,11,19,20,17,22,20,,21,,3,20,19,24,17,22,5,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108103402,2024,Seniors,2/1/2023,11,18,24,16,21,20,,23,,4,20,19,24,17,22,0,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108103402,2024,Seniors,4/1/2023,11,14,22,17,16,17,,19,,5,20,19,24,17,22,-3,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108103402,2024,Seniors,10/1/2023,12,15,22,16,20,18,6,21,15,6,20,19,24,17,22,1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025389,2024,Seniors,4/1/2022,10,21,18,23,21,21,,20,,1,28,34,24,34,24,,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025389,2024,Seniors,10/1/2022,11,23,18,34,17,23,7,18,26,2,28,34,24,34,24,2,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025389,2024,Seniors,12/1/2022,11,31,24,29,22,27,,23,,3,28,34,24,34,24,4,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025389,2024,Seniors,2/1/2023,11,28,19,32,24,26,,22,,4,28,34,24,34,24,-1,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025389,2024,Seniors,4/1/2023,11,34,23,33,23,28,,23,,5,28,34,24,34,24,2,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025389,2024,Seniors,10/1/2023,12,29,21,32,24,27,8,23,27,6,28,34,24,34,24,-1,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025434,2024,Seniors,4/1/2022,10,16,17,21,16,18,,17,,1,19,19,19,21,22,,3,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025434,2024,Seniors,10/1/2022,11,16,19,21,19,19,5,19,17,2,19,19,19,21,22,1,3,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025434,2024,Seniors,10/1/2023,12,19,18,15,22,19,9,20,20,3,19,19,19,21,22,0,3,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027779,2024,Seniors,4/1/2022,10,22,15,15,17,17,,16,,1,19,22,17,21,23,,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027779,2024,Seniors,10/1/2022,11,17,14,14,14,15,5,14,14,2,19,22,17,21,23,-2,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027779,2024,Seniors,12/1/2022,11,22,17,17,16,18,,17,,3,19,22,17,21,23,3,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027779,2024,Seniors,2/1/2023,11,22,16,16,21,19,,19,,4,19,22,17,21,23,1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027779,2024,Seniors,4/1/2023,11,20,16,16,20,18,,18,,5,19,22,17,21,23,-1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027779,2024,Seniors,10/1/2023,12,17,16,21,23,19,8,20,20,6,19,22,17,21,23,1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108039214,2024,Seniors,4/1/2022,10,12,15,10,16,13,,16,,1,14,14,16,12,19,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108039214,2024,Seniors,10/1/2022,11,14,13,11,12,13,5,13,12,2,14,14,16,12,19,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108039214,2024,Seniors,12/1/2022,11,11,15,12,13,13,,14,,3,14,14,16,12,19,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108039214,2024,Seniors,2/1/2023,11,10,14,12,16,13,,15,,4,14,14,16,12,19,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108039214,2024,Seniors,4/1/2023,11,14,16,12,14,14,,15,,5,14,14,16,12,19,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108039214,2024,Seniors,10/1/2023,12,9,15,7,19,13,5,17,10,6,14,14,16,12,19,-1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108132493,2024,Seniors,4/1/2022,10,19,19,18,14,18,,17,,1,21,21,24,19,23,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108132493,2024,Seniors,10/1/2022,11,15,23,17,16,18,6,20,15,2,21,21,24,19,23,0,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108132493,2024,Seniors,12/1/2022,11,21,18,18,14,18,,16,,3,21,21,24,19,23,0,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108132493,2024,Seniors,4/1/2023,11,19,18,19,21,19,,20,,4,21,21,24,19,23,1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108132493,2024,Seniors,7/1/2023,11,17,24,19,22,21,,23,,5,21,21,24,19,23,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108132493,2024,Seniors,10/1/2023,12,17,23,16,23,20,8,23,18,6,21,21,24,19,23,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047012,2024,Seniors,4/1/2022,10,15,17,18,18,17,,18,,1,20,22,19,21,21,,7,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047012,2024,Seniors,10/1/2022,11,17,17,19,21,19,7,19,18,2,20,22,19,21,21,2,7,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047012,2024,Seniors,12/1/2022,11,19,19,21,19,20,,19,,3,20,22,19,21,21,1,7,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047012,2024,Seniors,2/1/2023,11,16,17,12,18,16,,18,,4,20,22,19,21,21,-4,7,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047012,2024,Seniors,4/1/2023,11,22,18,15,21,19,,20,,5,20,22,19,21,21,3,7,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047012,2024,Seniors,6/1/2023,11,17,17,21,18,18,,18,,6,20,22,19,21,21,-1,7,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047012,2024,Seniors,10/1/2023,12,18,19,19,21,19,7,20,19,7,20,22,19,21,21,1,7,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108154232,2024,Seniors,4/1/2022,10,16,16,16,18,17,,17,,1,17,16,20,19,20,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108154232,2024,Seniors,10/1/2022,11,12,16,19,16,16,6,16,15,2,17,16,20,19,20,-1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108154232,2024,Seniors,12/1/2022,11,14,18,17,17,17,,18,,3,17,16,20,19,20,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108154232,2024,Seniors,2/1/2023,11,14,18,18,18,17,,18,,4,17,16,20,19,20,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108154232,2024,Seniors,4/1/2023,11,11,20,17,20,17,,20,,5,17,16,20,19,20,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108154232,2024,Seniors,10/1/2023,12,14,18,13,19,16,7,19,15,6,17,16,20,19,20,-1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108069541,2024,Seniors,4/1/2022,10,23,17,26,24,23,,21,,1,28,32,25,30,25,,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108069541,2024,Seniors,10/1/2022,11,23,23,30,23,25,5,23,21,2,28,32,25,30,25,2,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108069541,2024,Seniors,12/1/2022,11,21,22,23,19,21,,21,,3,28,32,25,30,25,-4,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108069541,2024,Seniors,2/1/2023,11,26,21,25,22,24,,22,,4,28,32,25,30,25,3,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108069541,2024,Seniors,4/1/2023,11,32,25,29,25,28,,25,,5,28,32,25,30,25,4,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108069541,2024,Seniors,10/1/2023,12,26,24,21,24,24,5,24,20,6,28,32,25,30,25,-4,6,1,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027586,2024,Seniors,4/1/2022,10,18,18,21,22,20,,20,,1,22,22,22,21,22,,5,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027586,2024,Seniors,10/1/2022,11,20,21,19,19,20,5,20,17,2,22,22,22,21,22,0,5,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027586,2024,Seniors,12/1/2022,11,20,18,21,18,19,,18,,3,22,22,22,21,22,-1,5,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027586,2024,Seniors,2/1/2023,11,16,20,19,21,19,,21,,4,22,22,22,21,22,0,5,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108027586,2024,Seniors,4/1/2023,11,22,22,21,22,22,,22,,5,22,22,22,21,22,3,5,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025464,2024,Seniors,4/1/2022,10,23,24,25,24,24,,24,,1,26,27,26,30,30,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025464,2024,Seniors,10/1/2022,11,25,21,23,27,24,6,24,20,2,26,27,26,30,30,0,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025464,2024,Seniors,12/1/2022,11,27,26,21,25,25,,26,,3,26,27,26,30,30,1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025464,2024,Seniors,2/1/2023,11,24,19,24,24,23,,22,,4,26,27,26,30,30,-2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025464,2024,Seniors,4/1/2023,11,26,25,28,25,26,,25,,5,26,27,26,30,30,3,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025464,2024,Seniors,10/1/2023,12,24,16,30,30,25,6,23,23,6,26,27,26,30,30,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108043957,2024,Seniors,4/1/2022,10,11,16,11,10,12,,13,,1,15,15,16,20,16,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108043957,2024,Seniors,10/1/2022,11,14,12,20,15,15,6,14,17,2,15,15,16,20,16,3,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108043957,2024,Seniors,12/1/2022,11,15,15,13,13,14,,14,,3,15,15,16,20,16,-1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108043957,2024,Seniors,2/1/2023,11,13,15,18,9,14,,12,,4,15,15,16,20,16,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108043957,2024,Seniors,4/1/2023,11,11,15,19,16,15,,16,,5,15,15,16,20,16,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108043957,2024,Seniors,10/1/2023,12,12,14,13,15,14,6,15,14,6,15,15,16,20,16,-1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108026775,2024,Seniors,4/1/2022,10,16,16,16,18,17,,17,,1,21,24,20,25,20,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108026775,2024,Seniors,10/1/2022,11,15,16,17,19,17,8,18,19,2,21,24,20,25,20,0,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108026775,2024,Seniors,12/1/2022,11,20,17,17,19,18,,18,,3,21,24,20,25,20,1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108026775,2024,Seniors,2/1/2023,11,23,20,19,16,20,,18,,4,21,24,20,25,20,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108026775,2024,Seniors,4/1/2023,11,24,20,18,20,21,,20,,5,21,24,20,25,20,1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108026775,2024,Seniors,10/1/2023,12,17,19,25,16,19,8,18,21,6,21,24,20,25,20,-2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025373,2024,Seniors,4/1/2022,10,18,15,16,21,18,,18,,1,21,23,20,22,21,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025373,2024,Seniors,10/1/2022,11,18,18,22,21,20,5,20,17,2,21,23,20,22,21,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025373,2024,Seniors,12/1/2022,11,17,19,22,17,19,,18,,3,21,23,20,22,21,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025373,2024,Seniors,2/1/2023,11,17,18,19,17,18,,18,,4,21,23,20,22,21,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025373,2024,Seniors,4/1/2023,11,23,18,22,20,21,,19,,5,21,23,20,22,21,3,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025373,2024,Seniors,10/1/2023,12,20,20,18,21,20,6,21,18,6,21,23,20,22,21,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108038792,2024,Seniors,4/1/2022,10,15,13,14,16,15,,15,,1,18,15,18,17,23,,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108038792,2024,Seniors,10/1/2022,11,13,16,16,20,16,6,18,16,2,18,15,18,17,23,1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108038792,2024,Seniors,12/1/2022,11,13,18,16,18,16,,18,,3,18,15,18,17,23,0,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108038792,2024,Seniors,2/1/2023,11,14,16,17,23,18,,20,,4,18,15,18,17,23,2,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108038792,2024,Seniors,4/1/2023,11,14,18,12,18,16,,18,,5,18,15,18,17,23,-2,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108038792,2024,Seniors,10/1/2023,12,11,16,16,17,15,7,17,16,6,18,15,18,17,23,-1,6,3,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108085573,2024,Seniors,10/1/2022,11,12,13,17,17,15,6,15,14,1,17,16,16,20,19,,5,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108085573,2024,Seniors,12/1/2022,11,13,16,14,16,15,,16,,2,17,16,16,20,19,0,5,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108085573,2024,Seniors,2/1/2023,11,16,14,10,17,14,,16,,3,17,16,16,20,19,-1,5,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108085573,2024,Seniors,4/1/2023,11,16,14,12,18,15,,16,,4,17,16,16,20,19,1,5,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108085573,2024,Seniors,10/1/2023,12,14,15,20,19,17,6,17,17,5,17,16,16,20,19,2,5,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025432,2024,Seniors,4/1/2022,10,13,16,15,16,15,,16,,1,15,15,16,15,17,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025432,2024,Seniors,10/1/2022,11,14,15,13,14,14,5,15,12,2,15,15,16,15,17,-1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025432,2024,Seniors,12/1/2022,11,12,15,14,13,14,,14,,3,15,15,16,15,17,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025432,2024,Seniors,2/1/2023,11,10,14,12,17,13,,16,,4,15,15,16,15,17,-1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025432,2024,Seniors,4/1/2023,11,15,15,15,12,14,,14,,5,15,15,16,15,17,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025432,2024,Seniors,10/1/2023,12,15,16,13,16,15,7,16,15,6,15,15,16,15,17,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047855,2024,Seniors,4/1/2022,10,14,13,20,16,16,,15,,1,17,16,18,20,18,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047855,2024,Seniors,10/1/2022,11,12,18,19,17,17,5,18,14,2,17,16,18,20,18,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047855,2024,Seniors,12/1/2022,11,13,17,14,16,15,,17,,3,17,16,18,20,18,-2,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047855,2024,Seniors,2/1/2023,11,16,16,14,12,15,,14,,4,17,16,18,20,18,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047855,2024,Seniors,4/1/2023,11,15,16,15,16,16,,16,,5,17,16,18,20,18,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108047855,2024,Seniors,10/1/2023,12,15,16,13,18,16,4,17,12,6,17,16,18,20,18,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108022137,2024,Seniors,4/1/2022,10,14,17,14,17,16,,17,,1,22,21,24,21,25,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108022137,2024,Seniors,10/1/2022,11,19,19,14,21,18,,20,,2,22,21,24,21,25,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108022137,2024,Seniors,12/1/2022,11,14,24,21,24,21,,24,,3,22,21,24,21,25,3,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108022137,2024,Seniors,2/1/2023,11,19,22,17,23,20,,23,,4,22,21,24,21,25,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108022137,2024,Seniors,4/1/2023,11,21,22,21,25,22,,24,,5,22,21,24,21,25,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108022137,2024,Seniors,10/1/2023,12,17,24,20,24,21,5,24,16,6,22,21,24,21,25,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108082904,2024,Seniors,4/1/2022,10,22,20,17,21,20,,21,,1,25,23,24,30,26,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108082904,2024,Seniors,10/1/2022,11,22,23,20,24,22,6,24,19,2,25,23,24,30,26,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108082904,2024,Seniors,12/1/2022,11,21,24,18,22,21,,23,,3,25,23,24,30,26,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108082904,2024,Seniors,2/1/2023,11,20,20,26,23,22,,22,,4,25,23,24,30,26,1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108082904,2024,Seniors,4/1/2023,11,22,20,30,26,25,,23,,5,25,23,24,30,26,3,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108082904,2024,Seniors,10/1/2023,12,23,19,30,25,24,7,22,24,6,25,23,24,30,26,-1,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025368,2024,Seniors,4/1/2022,10,17,16,14,14,15,,15,,1,17,17,17,17,19,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025368,2024,Seniors,10/1/2022,11,14,16,16,19,16,6,18,15,2,17,17,17,17,19,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025368,2024,Seniors,12/1/2022,11,12,16,11,17,14,,17,,3,17,17,17,17,19,-2,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025368,2024,Seniors,2/1/2023,11,16,17,15,19,17,,18,,4,17,17,17,17,19,3,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025368,2024,Seniors,4/1/2023,11,13,15,12,16,14,,16,,5,17,17,17,17,19,-3,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108025368,2024,Seniors,10/1/2023,12,14,15,17,14,15,4,15,12,6,17,17,17,17,19,1,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108036601,2024,Seniors,10/1/2022,11,20,16,16,17,17,3,17,13,1,17,20,16,16,17,,1,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040087,2024,Seniors,4/1/2022,10,18,16,21,20,19,,18,,1,25,23,23,31,25,,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040087,2024,Seniors,10/1/2022,11,21,17,23,23,21,6,20,20,2,25,23,23,31,25,2,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040087,2024,Seniors,12/1/2022,11,22,17,22,21,21,,19,,3,25,23,23,31,25,0,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040087,2024,Seniors,2/1/2023,11,23,17,22,23,21,,20,,4,25,23,23,31,25,0,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040087,2024,Seniors,4/1/2023,11,20,23,31,25,25,,24,,5,25,23,23,31,25,4,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108040087,2024,Seniors,10/1/2023,12,23,17,20,21,20,2,19,15,6,25,23,23,31,25,-5,6,2,1
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108032452,2024,Seniors,10/1/2022,11,9,13,15,11,12,4,12,10,1,12,11,14,15,12,,2,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108032452,2024,Seniors,10/1/2023,12,11,14,10,12,12,3,13,8,2,12,11,14,15,12,0,2,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108123355,2024,Seniors,4/1/2022,10,16,13,17,18,16,,16,,1,17,16,16,19,18,,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108123355,2024,Seniors,10/1/2022,11,14,14,16,18,16,5,16,14,2,17,16,16,19,18,0,6,4,0
2023-2024,TX,Rio Grande Valley,Lower Valley,San Benito,12,108123355,2024,Seniors,12/1/2022,11,14,16,18,17,16,,17,,3,17,16,16,19,18,0,6,4,0
