"SchoolYear","NCES_District_ID","EmployeeID","CourseID","CourseName","SubjectArea","CourseSectionID","StudentID"
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108104658
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108106263
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108107432
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108124160
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108124521
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108135601
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108138539
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108147581
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108149213
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108158436
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108178269
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108186708
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108199995
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108218847
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108090135
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108090148
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108090163
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108091439
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108101739
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108102780
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108112507
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108115039
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108119575
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108135572
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108135602
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108155162
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108161870
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108178174
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108178179
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108178210
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108178271
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108178315
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108195341
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108200300
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108090140
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108090166
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108102793
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108109036
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108109337
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108114919
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108122087
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108126962
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108135565
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108135595
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108142439
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108178201
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108178219
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108178275
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108178343
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108110839
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108090132
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108090162
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108100366
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108102761
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108112804
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108119526
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108135570
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108135586
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108154219
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108158931
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108178216
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108178239
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108178295
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108178298
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108178323
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108199888
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108203590
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108214389
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108221667
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108135561
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108178256
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108239130
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108166967
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108229870
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108229879
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108229888
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108229889
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108229907
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108237255
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108229853
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108229867
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108229892
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108229893
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108229894
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108229899
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108234587
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108234760
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108235015
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108106389
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108229884
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108229886
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108229906
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108236860
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108237256
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108229856
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108229864
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108229866
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108229869
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108229873
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108229883
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108229885
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108229904
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108235768
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108240516
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108240516
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108241693
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108242407
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108120960
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108244051
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108192373
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108244852
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108100127
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108226377
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108198337
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108199916
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108244432
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108247691
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108247753
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108199888
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108229867
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108178298
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108234587
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108090158
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108250028
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108100497
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108166967
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108178256
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108158931
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108135595
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108178323
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108226377
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108119526
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108235015
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108178210
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108102780
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108253069
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108166967
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108235768
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108226377
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108178210
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108178343
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108090166
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108257791
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108257912
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108091537
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344703,108155307
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108247753
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108260849
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344658,108203590
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344669,108229894
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108090153
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108149213
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344658,108244432
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108126962
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344703,108115039
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108218847
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344669,108155307
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108203590
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108182501
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354899,108234262
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108234263
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108145911
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108145958
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354900,108051218
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354911,108035025
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108096340
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108096341
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108096342
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108096355
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108096359
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108096377
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108096379
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354899,108096391
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108096393
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108096409
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354900,108096442
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108098943
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108102116
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108103893
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108097224
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354911,108096300
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108096301
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108096302
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108096304
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354902,108091378
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108096318
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108091365
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108096327
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354902,108096331
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108096335
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108112544
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108034102
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108032713
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354900,108088351
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108088369
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108091342
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108091344
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354899,108091352
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354911,108105991
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108097854
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354900,108121031
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108091357
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354899,108185401
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108145909
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108185402
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108186245
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108193123
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108210547
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108201647
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108105079
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108091347
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108097518
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108097515
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108096313
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108091363
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108097520
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108069431
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108097514
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108091351
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108145907
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108096288
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096398
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096362
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108145957
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108091366
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108091367
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096386
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108091387
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096366
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108034945
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108091356
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096402
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354900,108096338
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096329
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108091358
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354901,108118116
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108091371
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354901,108200359
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096312
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108152411
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096334
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096448
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354901,108096390
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108112710
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096317
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096297
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108108965
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354900,108091379
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108243417
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108091345
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354901,108034194
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108096349
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354902,108034167
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108248751
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354911,108251309
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108051218
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",-354899,108034167
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354902,108234262
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108035025
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108034194
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108183858
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108121031
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354911,108091373
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354899,108259928
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108105991
"2023-2024",108807088,"91118","xPAP0322020","Pre-AP English II","ELA",354901,108091343
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367616,108025467
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108085573
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108025373
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108047855
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108082904
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108032452
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108052369
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367559,108025263
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367616,108081795
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367616,108027779
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108039214
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108043957
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367561,108062679
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108058652
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108025416
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367616,108069540
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108048492
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108025389
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367616,108132493
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367559,108026775
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108025432
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367559,108025473
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367615,108060476
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108074367
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367561,108025368
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367616,108046858
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367616,108025375
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367559,108071860
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108049524
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108058649
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108032045
"2023-2024",108807005,"91181","xA3310200","AP Macroeconomics","SS",367562,108025403
